URL,Title,Series,SEO Score (0-100),Top Action #1,Top Action #2,Top Action #3,Yoast SEO Title Length,Meta Description Length,Word Count,Internal Links,Images Missing Alt
https://seatofthesoul.com/soul-feast-67-guidelines-1-introduction-to-commitment-guidelines,Soul Feast #67: GUIDELINES 1: Introduction to Commitment Guidelines,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (435 words, ideal 500+)",100,0,435,1,0
https://seatofthesoul.com/soul-feast-68-guidelines-2-focusing-on-what-i-can-learn-about-myself,Soul Feast #68: GUIDELINES 2: Focusing on What I Can Learn About Myself,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (406 words, ideal 500+)",104,0,406,1,0
https://seatofthesoul.com/soul-feast-70-guidelines-4-pay-attention-to-my-thoughts,Soul Feast #70: GUIDELINES 4: Pay Attention to My Thoughts,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (342 words, ideal 500+)",91,0,342,1,0
https://seatofthesoul.com/soul-feast-75-gary-zukavs-personal-experiences-angels,Soul Feast #75: Gary Zukav’s Personal Experiences – Angels,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (444 words, ideal 500+)",91,0,444,1,0
https://seatofthesoul.com/soul-feast-76-gary-zukavs-personal-experiences-god,Soul Feast #76: Gary Zukav’s Personal Experiences – God,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (455 words, ideal 500+)",88,0,455,1,0
https://seatofthesoul.com/soul-feast-77-jesus-what-does-it-mean-to-be-guided-by-him-gary-zukavs-personal-experiences,Soul Feast #77: Jesus – What Does It Mean To Be Guided By Him? – Gary Zukav’s Personal Experiences,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (485 words, ideal 500+)",131,0,485,1,0
https://seatofthesoul.com/sharing-your-souls-intention,Soul Feast #9: Sharing: Your Soul’s Intention,Soul Feast,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (326 words, ideal 500+)",78,0,326,1,0
https://seatofthesoul.com/how-can-we-understand-suicide,Soul Snack # 34: How Can We Understand Suicide?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (408 words, ideal 500+)",80,0,408,1,0
https://seatofthesoul.com/the-pain-of-powerlessness,Soul Snack # 36: The Pain of Powerlessness,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (390 words, ideal 500+)",75,0,390,1,0
https://seatofthesoul.com/soul-snack-37-meditation-meeting-a-friend,Soul Snack # 37: Guided Meditation (Meeting a Friend),Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (320 words, ideal 500+)",86,0,320,1,0
https://seatofthesoul.com/alcoholism-and-authentic-power,Soul Snack #19 Alcoholism and Authentic Power,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (319 words, ideal 500+)",78,0,319,1,0
https://seatofthesoul.com/challenge-a-frightened-part-of-my-personality,Soul Snack #21: How Do I Challenge a Frightened Part of My Personality?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (331 words, ideal 500+)",104,0,331,1,0
https://seatofthesoul.com/deeper-than-defensive,Soul Snack #23: Deeper Than Defensive,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (341 words, ideal 500+)",70,0,341,1,0
https://seatofthesoul.com/care-giving-vs-care-taking,Soul Snack #24: Care-giving vs. Care-taking,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (316 words, ideal 500+)",76,0,316,1,0
https://seatofthesoul.com/what-is-evil,Soul Snack #25 – What is Evil?,Soul Snack,52,Add meta description (120-160 chars),"Add internal links (currently 0, aim 3+)","Short content (357 words, ideal 500+)",63,0,357,0,0
https://seatofthesoul.com/supporting-vs-projecting,Soul Snack #29: Supporting vs. Projecting,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (393 words, ideal 500+)",74,0,393,1,0
https://seatofthesoul.com/when-are-boundaries-necessary,Soul Snack #30: When Are Boundaries Necessary?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (397 words, ideal 500+)",79,0,397,1,0
https://seatofthesoul.com/relating-to-someone-who-is-negative,Soul Snack #31: Relating to Someone Who is Negative,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (362 words, ideal 500+)",84,0,362,1,0
https://seatofthesoul.com/what-inspired-gary-to-change,Soul Snack #33: What Inspired Gary to Change?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (337 words, ideal 500+)",78,0,337,1,0
https://seatofthesoul.com/soul-snack-40-how-do-i-change-my-self-destructive-behaviors,Soul Snack #40: How Do I Change My Self-Destructive Behaviors?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (420 words, ideal 500+)",95,0,420,1,0
https://seatofthesoul.com/soul-snack-42-spiritual-growth-requires-relationships,Soul Snack #42: Spiritual Growth Requires Relationships,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (371 words, ideal 500+)",88,0,371,1,0
https://seatofthesoul.com/soul-snack-45-energy-into-matter-2,Soul Snack #45: Energy Into Matter,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (480 words, ideal 500+)",67,0,480,1,0
https://seatofthesoul.com/soul-snack-46-addiction-and-spiritual-growth,Soul Snack #46: Addiction and Spiritual Growth,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (368 words, ideal 500+)",79,0,368,1,0
https://seatofthesoul.com/soul-snack-48-how-to-trust-2,Soul Snack #48: How to Trust: Part 2,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (441 words, ideal 500+)",69,0,441,1,0
https://seatofthesoul.com/soul-snack-49-how-can-i-make-amends-for-past-behaviors,Soul Snack #49: How Can I Make Amends for Past Behaviors?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (389 words, ideal 500+)",90,0,389,1,0
https://seatofthesoul.com/soul-snack-50-does-protecting-my-business-come-from-fear-2,Soul Snack #50: Does Protecting My Business Come From Fear?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (372 words, ideal 500+)",92,0,372,1,0
https://seatofthesoul.com/soul-snack-53-is-painful-karma-from-a-good-deed-possible,Soul Snack #53: Is Painful Karma From a Good Deed Possible?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (342 words, ideal 500+)",92,0,342,1,0
https://seatofthesoul.com/soul-snack-55-can-there-be-mulitple-intentions,Soul Snack #55: Can There Be Multiple Intentions?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (359 words, ideal 500+)",82,0,359,1,0
https://seatofthesoul.com/soul-snack-57-why-does-challenging-anger-bring-more-anger,Soul Snack #57: Why Does Challenging Anger Bring More Anger?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (357 words, ideal 500+)",93,0,357,1,0
https://seatofthesoul.com/soul-snack-62-supporting-vs-projecting,Soul Snack #62: Supporting vs. Projecting,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (463 words, ideal 500+)",74,0,463,1,0
https://seatofthesoul.com/soul-snack-65-supporting-with-love,Soul Snack #65: Supporting with Love,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (437 words, ideal 500+)",69,0,437,1,0
https://seatofthesoul.com/soul-snack-66-how-do-i-let-go-of-anger-and-resentment,Soul Snack #66: How Do I Let Go of Anger and Resentment?,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (475 words, ideal 500+)",89,0,475,1,0
https://seatofthesoul.com/soul-snack-67-align-your-personality-with-your-soul,Soul Snack #67: Align Your Personality with Your Soul,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (486 words, ideal 500+)",86,0,486,1,0
https://seatofthesoul.com/soul-snack-70-the-guest-house,Soul Snack #70: The Guest House,Soul Snack,52,Add meta description (120-160 chars),"Add internal links (currently 0, aim 3+)","Short content (367 words, ideal 500+)",64,0,367,0,0
https://seatofthesoul.com/soul-snack-72-your-life-is-an-adventure,Soul Snack #72: Your Life Is An Adventure,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (444 words, ideal 500+)",74,0,444,1,0
https://seatofthesoul.com/soul-snack-76-the-conversation-that-changes-everything,Soul Snack #76: The Conversation That Changes Everything,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (484 words, ideal 500+)",89,0,484,1,0
https://seatofthesoul.com/soul-snack-77-you-were-born-to-choose-love,Soul Snack #77: You Were Born To Choose Love,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (474 words, ideal 500+)",77,0,474,1,0
https://seatofthesoul.com/soul-snack-79-distractions-are-not-the-enemy,Soul Snack #79: Distractions Are Not the Enemy – They’re the Signal,Soul Snack,52,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (421 words, ideal 500+)",100,0,421,1,0
https://seatofthesoul.com/soul-feast-61-how-you-experience-things-depends-on-how-you-hold-them,Soul Feast #61: How You Experience Things Depends on How You Hold Them,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (103 chars, aim 30-65)",103,0,504,1,0
https://seatofthesoul.com/soul-feast-64-will-ai-change-human-evolution,Soul Feast #64: Will AI Change Human Evolution?,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (80 chars, aim 30-65)",80,0,507,1,0
https://seatofthesoul.com/soul-feast-72-gary-zukavs-personal-experiences-linda-part-2,Soul Feast #72: Gary Zukav’s Personal Experiences – Linda Part 2,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (97 chars, aim 30-65)",97,0,524,1,0
https://seatofthesoul.com/soul-feast-73-gary-zukavs-personal-experiences-linda-part-3,Soul Feast #73: Gary Zukav’s Personal Experiences – Linda Part 3,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (97 chars, aim 30-65)",97,0,654,1,0
https://seatofthesoul.com/soul-feast-74-gary-zukavs-personal-experiences-the-angel,Soul Feast #74: Gary Zukav’s Personal Experiences – The Angel,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (94 chars, aim 30-65)",94,0,640,1,0
https://seatofthesoul.com/soul-feast-78-how-pain-loss-jesus-transformed-my-view-of-resurrection-gary-zukavs-personal-experiences,"Soul Feast #78: How Pain, Loss & Jesus Transformed My View of Resurrection – Gary Zukav’s Personal Experiences",Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (143 chars, aim 30-65)",143,0,574,1,0
https://seatofthesoul.com/soul-feast-79-buddha-angels-the-moment-my-mind-went-quiet-gary-zukavs-personal-experiences,"Soul Feast #79: Buddha, Angels & the Moment My Mind Went Quiet – Gary Zukav’s Personal Experiences",Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (131 chars, aim 30-65)",131,0,540,1,0
https://seatofthesoul.com/soul-feast-80-whos-driving-your-chariot-krishna-the-great-battle-gary-zukavs-personal-experiences,Soul Feast #80: Who’s Driving Your Chariot? Krishna & The Great Battle – Gary Zukav’s Personal Experiences,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (139 chars, aim 30-65)",139,0,529,1,0
https://seatofthesoul.com/soul-feast-81-why-you-are-the-universe-gary-zukavs-personal-experiences,Soul Feast #81: Why You Are the Universe – Gary Zukav’s Personal Experiences,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (109 chars, aim 30-65)",109,0,554,1,0
https://seatofthesoul.com/soul-feast-82-creator-or-victim-the-pain-driving-every-choice-you-make-gary-zukavs-personal-experiences,Soul Feast #82: Creator or Victim? The Pain Driving Every Choice You Make – Gary Zukav’s Personal Experiences,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (142 chars, aim 30-65)",142,0,650,1,0
https://seatofthesoul.com/soul-feast-83-choosing-love-over-revenge-from-sandy-hook-to-18000-schools-gary-zukavs-personal-experiences-2,"Soul Feast #83: Choosing Love Over Revenge: From Sandy Hook to 18,000 Schools – Gary Zukav’s Personal Experiences",Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (146 chars, aim 30-65)",146,0,616,1,0
https://seatofthesoul.com/soul-feast-84-scarlett-lewis-how-to-choose-love-while-youre-still-in-pain-scarlett-lewis-gary-zukavs-personal-experiences,Soul Feast #84: Scarlett Lewis – How to Choose Love While You’re Still in Pain: Scarlett Lewis- Gary Zukav’s Personal Experiences,Soul Feast,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (162 chars, aim 30-65)",162,0,502,1,0
https://seatofthesoul.com/soul-snack-74-every-moment-is-big,Soul Snack #74: Every Moment Is Big,Soul Snack,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (68 chars, aim 30-65)",68,0,500,1,0
https://seatofthesoul.com/soul-snack-81-judging-someone-this-is-what-you-should-do,Soul Snack #81: Judging Someone? This Is What You Should Do,Soul Snack,60,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Title too long (92 chars, aim 30-65)",92,0,509,1,0
https://seatofthesoul.com/soul-feast-43-temptation,Soul Feast #43: Temptation,Soul Feast,62,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (445 words, ideal 500+)",59,0,445,1,0
https://seatofthesoul.com/soul-snack-54-feeling-sorrow,Soul Snack #54: Feeling Sorrow,Soul Snack,62,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (407 words, ideal 500+)",63,0,407,1,0
https://seatofthesoul.com/soul-snack-68-distractions,Soul Snack #68: Distractions,Soul Snack,62,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (423 words, ideal 500+)",61,0,423,1,0
https://seatofthesoul.com/staying-present,Soul Snack#32: Staying Present,Soul Snack,62,Add meta description (120-160 chars),"Add more internal links (currently 1, aim 3+)","Short content (412 words, ideal 500+)",63,0,412,1,0
